zip,primary_city,state,county,timezone,latitude,longitude
10009,New York,NY,New York County,America/New_York,40.71,-73.99
37863,Pigeon Forge,TN,Sevier County,America/New_York,35.79,-83.55
13157,Sylvan Beach,NY,Oneida County,America/New_York,43.19,-75.73
10021,New York,NY,New York County,America/New_York,40.77,-73.95
34950,Fort Pierce,FL,St Lucie County,America/New_York,27.44,-80.32
60525,La Grange,IL,Cook County,America/Chicago,41.8,-87.87
30043,Lawrenceville,GA,Gwinnett County,America/New_York,33.94,-83.99
19104,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
60137,Glen Ellyn,IL,Dupage County,America/Chicago,41.86,-88.06
81067,Rocky Ford,CO,Otero County,America/Denver,38.04,-103.72
94588,Pleasanton,CA,Alameda County,America/Los_Angeles,37.67,-121.93
27030,Mount Airy,NC,Surry County,America/New_York,36.5,-80.61
98121,Seattle,WA,King County,America/Los_Angeles,47.61,-122.34
83707,Boise,ID,Ada County,America/Boise,43.66,-116.16
48823,East Lansing,MI,Ingham County,America/Detroit,42.73,-84.48
89120,Las Vegas,NV,Clark County,America/Los_Angeles,36.07,-115.08
52653,Wapello,IA,Louisa County,America/Chicago,41.17,-91.18
29403,Charleston,SC,Charleston County,America/New_York,32.78,-79.99
94118,San Francisco,CA,San Francisco County,America/Los_Angeles,37.78,-122.46
10549,Mount Kisco,NY,Westchester County,America/New_York,41.2,-73.73
10502,Ardsley,NY,Westchester County,America/New_York,41.01,-73.84
11418,Richmond Hill,NY,Queens County,America/New_York,40.69,-73.83
94111,San Francisco,CA,San Francisco County,America/Los_Angeles,37.79,-122.39
55403,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
33130,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
85204,Mesa,AZ,Maricopa County,America/Phoenix,33.39,-111.78
19001,Abington,PA,Montgomery County,America/New_York,40.12,-75.12
19107,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
28803,Asheville,NC,Buncombe County,America/New_York,35.57,-82.54
28277,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
28031,Cornelius,NC,Mecklenburg County,America/New_York,35.48,-80.86
28210,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
29464,Mount Pleasant,SC,Charleston County,America/New_York,32.82,-79.86
30068,Marietta,GA,Cobb County,America/New_York,33.95,-84.54
22401,Fredericksburg,VA,Fredericksburg City,America/New_York,38.29,-77.48
34759,Kissimmee,FL,Polk County,America/New_York,28.08,-81.44
45202,Cincinnati,OH,Hamilton County,America/New_York,39.09,-84.51
10029,New York,NY,New York County,America/New_York,40.71,-73.99
75057,Lewisville,TX,Denton County,America/Chicago,33.04,-96.98
70360,Houma,LA,Terrebonne Parish,America/Chicago,29.57,-90.7
10456,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
20009,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
79936,El Paso,TX,El Paso County,America/Denver,31.84,-106.43
14209,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
83001,Jackson,WY,Teton County,America/Denver,43.47,-110.76
28610,Claremont,NC,Catawba County,America/New_York,35.71,-81.15
10037,New York,NY,New York County,America/New_York,40.71,-73.99
48167,Northville,MI,Wayne County,America/Detroit,42.43,-83.48
33069,Pompano Beach,FL,Broward County,America/New_York,26.23,-80.13
33062,Pompano Beach,FL,Broward County,America/New_York,26.23,-80.13
19122,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
14020,Batavia,NY,Genesee County,America/New_York,42.99,-78.18
38018,Cordova,TN,Shelby County,America/Chicago,35.15,-89.75
30344,Atlanta,GA,Fulton County,America/New_York,33.66,-84.45
91106,Pasadena,CA,Los Angeles County,America/Los_Angeles,34.13,-118.13
14618,Rochester,NY,Monroe County,America/New_York,43.16,-77.61
75701,Tyler,TX,Smith County,America/Chicago,32.32,-95.3
48846,Ionia,MI,Ionia County,America/Detroit,42.98,-85.05
10031,New York,NY,New York County,America/New_York,40.71,-73.99
91766,Pomona,CA,Los Angeles County,America/Los_Angeles,34.03,-117.75
75149,Mesquite,TX,Dallas County,America/Chicago,32.76,-96.59
19106,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
11219,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
55305,Hopkins,MN,Hennepin County,America/Chicago,44.92,-93.4
12564,Pawling,NY,Dutchess County,America/New_York,41.56,-73.59
80302,Boulder,CO,Boulder County,America/Denver,40.02,-105.25
29928,Hilton Head Island,SC,Beaufort County,America/New_York,32.19,-80.74
10016,New York,NY,New York County,America/New_York,40.71,-73.99
10524,Garrison,NY,Putnam County,America/New_York,41.37,-73.92
11205,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
95324,Hilmar,CA,Merced County,America/Los_Angeles,37.39,-120.89
80504,Longmont,CO,Weld County,America/Denver,40.17,-105.11
93445,Oceano,CA,San Luis Obispo County,America/Los_Angeles,35.06,-120.6
92110,San Diego,CA,San Diego County,America/Los_Angeles,32.77,-117.18
14626,Rochester,NY,Monroe County,America/New_York,43.16,-77.61
11413,Springfield Gardens,NY,Queens County,America/New_York,40.66,-73.75
32806,Orlando,FL,Orange County,America/New_York,28.5,-81.37
33901,Fort Myers,FL,Lee County,America/New_York,26.63,-81.85
10128,New York,NY,New York County,America/New_York,40.71,-73.99
77079,Houston,TX,Harris County,America/Chicago,29.76,-95.38
28203,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
19806,Wilmington,DE,New Castle County,America/New_York,39.73,-75.53
19102,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
76092,Southlake,TX,Tarrant County,America/Chicago,32.95,-97.14
80538,Loveland,CO,Larimer County,America/Denver,40.41,-105.07
10926,Harriman,NY,Orange County,America/New_York,41.3,-74.14
77006,Houston,TX,Harris County,America/Chicago,29.76,-95.38
90036,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.06,-118.35
76017,Arlington,TX,Tarrant County,America/Chicago,32.69,-97.12
77042,Houston,TX,Harris County,America/Chicago,29.76,-95.38
80210,Denver,CO,Denver County,America/Denver,39.76,-104.87
12203,Albany,NY,Albany County,America/New_York,42.66,-73.79
95066,Scotts Valley,CA,Santa Cruz County,America/Los_Angeles,37.06,-122.01
77098,Houston,TX,Harris County,America/Chicago,29.76,-95.38
11030,Manhasset,NY,Nassau County,America/New_York,40.79,-73.69
19078,Ridley Park,PA,Delaware County,America/New_York,39.87,-75.32
32751,Maitland,FL,Orange County,America/New_York,28.62,-81.36
75605,Longview,TX,Gregg County,America/Chicago,32.51,-94.76
92131,San Diego,CA,San Diego County,America/Los_Angeles,32.89,-117.07
76132,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
77089,Houston,TX,Harris County,America/Chicago,29.76,-95.38
13209,Syracuse,NY,Onondaga County,America/New_York,43.04,-76.14
11374,Rego Park,NY,Queens County,America/New_York,40.72,-73.86
30096,Duluth,GA,Gwinnett County,America/New_York,34,-84.15
11954,Montauk,NY,Suffolk County,America/New_York,41.04,-71.94
60008,Rolling Meadows,IL,Cook County,America/Chicago,42.07,-88.02
77087,Houston,TX,Harris County,America/Chicago,29.76,-95.38
77039,Houston,TX,Harris County,America/Chicago,29.76,-95.38
12828,Fort Edward,NY,Saratoga County,America/New_York,43.26,-73.58
10455,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
73108,Oklahoma City,OK,Oklahoma County,America/Chicago,35.46,-97.51
91790,West Covina,CA,Los Angeles County,America/Los_Angeles,34.06,-117.94
74136,Tulsa,OK,Tulsa County,America/Chicago,36.12,-95.91
60007,Elk Grove Village,IL,Cook County,America/Chicago,42,-87.99
95425,Cloverdale,CA,Sonoma County,America/Los_Angeles,38.78,-122.92
99201,Spokane,WA,Spokane County,America/Los_Angeles,47.66,-117.43
99202,Spokane,WA,Spokane County,America/Los_Angeles,47.65,-117.37
90066,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34,-118.43
14202,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
85251,Scottsdale,AZ,Maricopa County,America/Phoenix,33.49,-111.92
32750,Longwood,FL,Seminole County,America/New_York,28.7,-81.34
94612,Oakland,CA,Alameda County,America/Los_Angeles,37.8,-122.27
75114,Crandall,TX,Kaufman County,America/Chicago,32.63,-96.45
90405,Santa Monica,CA,Los Angeles County,America/Los_Angeles,34.01,-118.46
94621,Oakland,CA,Alameda County,America/Los_Angeles,37.73,-122.2
70809,Baton Rouge,LA,East Baton Rouge Parish,America/Chicago,30.44,-91.12
78610,Buda,TX,Hays County,,30.08,-97.83
33304,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
70058,Harvey,LA,Jefferson Parish,America/Chicago,29.88,-90.06
94109,San Francisco,CA,San Francisco County,America/Los_Angeles,37.79,-122.42
23502,Norfolk,VA,Norfolk City,America/New_York,36.84,-76.28
20706,Lanham,MD,Prince George's County,America/New_York,38.96,-76.85
23220,Richmond,VA,Richmond City,America/New_York,37.55,-77.46
94707,Berkeley,CA,Alameda County,America/Los_Angeles,37.9,-122.28
63103,Saint Louis,MO,St Louis City,America/Chicago,38.63,-90.24
76039,Euless,TX,Tarrant County,America/Chicago,32.84,-97.07
10038,New York,NY,New York County,America/New_York,40.71,-73.99
95110,San Jose,CA,Santa Clara County,America/Los_Angeles,37.34,-121.9
60603,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
91006,Arcadia,CA,Los Angeles County,America/Los_Angeles,34.13,-118.02
60015,Deerfield,IL,Lake County,America/Chicago,42.16,-87.84
33143,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
76710,Waco,TX,McLennan County,America/Chicago,31.56,-97.18
37214,Nashville,TN,Davidson County,America/Chicago,36.17,-86.78
76177,Fort Worth,TX,Denton County,America/Chicago,32.75,-97.33
97702,Bend,OR,Deschutes County,America/Los_Angeles,43.98,-121.27
90028,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.1,-118.32
28303,Fayetteville,NC,Cumberland County,America/New_York,35.05,-78.87
11789,Sound Beach,NY,Suffolk County,America/New_York,40.95,-72.96
78130,New Braunfels,TX,Comal County,America/Chicago,29.7,-98.11
77532,Crosby,TX,Harris County,America/Chicago,29.91,-95.05
88201,Roswell,NM,Chaves County,America/Denver,33.37,-104.52
10530,Hartsdale,NY,Westchester County,America/New_York,41.02,-73.8
77478,Sugar Land,TX,Fort Bend County,America/Chicago,29.61,-95.61
80204,Denver,CO,Denver County,America/Denver,39.76,-104.87
60490,Bolingbrook,IL,Will County,America/Chicago,41.7,-88.07
92831,Fullerton,CA,Orange County,America/Los_Angeles,33.87,-117.89
22030,Fairfax,VA,Fairfax County,America/New_York,38.85,-77.29
89147,Las Vegas,NV,Clark County,America/Los_Angeles,36.11,-115.27
80301,Boulder,CO,Boulder County,America/Denver,40.02,-105.25
34236,Sarasota,FL,Sarasota County,America/New_York,27.33,-82.54
93463,Solvang,CA,Santa Barbara County,America/Los_Angeles,34.61,-120.14
60640,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
94123,San Francisco,CA,San Francisco County,America/Los_Angeles,37.8,-122.43
95814,Sacramento,CA,Sacramento County,America/Los_Angeles,38.58,-121.49
93307,Bakersfield,CA,Kern County,America/Los_Angeles,35.2,-118.86
57401,Aberdeen,SD,Brown County,America/Chicago,45.46,-98.48
90001,Los Angeles,CA,Los Angeles County,America/Los_Angeles,33.97,-118.24
60661,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
11747,Melville,NY,Suffolk County,America/New_York,40.78,-73.41
33180,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
19061,Marcus Hook,PA,Delaware County,America/New_York,39.81,-75.41
75201,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
19808,Wilmington,DE,New Castle County,America/New_York,39.73,-75.53
77027,Houston,TX,Harris County,America/Chicago,29.76,-95.38
49441,Muskegon,MI,Muskegon County,America/Detroit,43.22,-86.25
78577,Pharr,TX,Hidalgo County,America/Chicago,26.18,-98.18
11432,Jamaica,NY,Queens County,America/New_York,40.68,-73.78
10312,Staten Island,NY,Richmond County,America/New_York,40.58,-74.14
90291,Venice,CA,Los Angeles County,America/Los_Angeles,33.99,-118.46
78741,Austin,TX,Travis County,America/Chicago,30.26,-97.74
10153,New York,NY,New York County,America/New_York,40.71,-73.99
20814,Bethesda,MD,Montgomery County,America/New_York,38.98,-77.12
63385,Wentzville,MO,St Charles County,America/Chicago,38.81,-90.85
10543,Mamaroneck,NY,Westchester County,America/New_York,40.93,-73.72
33132,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
60612,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
10601,White Plains,NY,Westchester County,America/New_York,41.02,-73.75
80234,Denver,CO,Adams County,America/Denver,39.76,-104.87
94608,Emeryville,CA,Alameda County,America/Los_Angeles,37.83,-122.29
65807,Springfield,MO,Greene County,America/Chicago,37.19,-93.28
75212,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
55105,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
92606,Irvine,CA,Orange County,America/Los_Angeles,33.7,-117.79
80907,Colorado Springs,CO,El Paso County,America/Denver,38.86,-104.76
98070,Vashon,WA,King County,America/Los_Angeles,47.42,-122.45
93447,Paso Robles,CA,San Luis Obispo County,America/Los_Angeles,35.65,-120.69
95811,Sacramento,CA,Sacramento County,America/Los_Angeles,38.59,-121.49
11226,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
80218,Denver,CO,Denver County,America/Denver,39.76,-104.87
84020,Draper,UT,Salt Lake County,America/Denver,40.49,-111.84
94901,San Rafael,CA,Marin County,America/Los_Angeles,37.97,-122.5
10536,Katonah,NY,Westchester County,America/New_York,41.26,-73.68
11780,Saint James,NY,Suffolk County,America/New_York,40.87,-73.15
14420,Brockport,NY,Monroe County,America/New_York,43.21,-77.94
76102,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
85718,Tucson,AZ,Pima County,America/Phoenix,32.31,-110.92
77030,Houston,TX,Harris County,America/Chicago,29.76,-95.38
20745,Oxon Hill,MD,Prince George's County,America/New_York,38.8,-76.99
98072,Woodinville,WA,King County,America/Los_Angeles,47.75,-122.09
10710,Yonkers,NY,Westchester County,America/New_York,40.94,-73.86
31794,Tifton,GA,Tift County,America/New_York,31.46,-83.51
44112,Cleveland,OH,Cuyahoga County,America/New_York,41.47,-81.67
90018,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.02,-118.31
19422,Blue Bell,PA,Montgomery County,America/New_York,40.14,-75.26
77041,Houston,TX,Harris County,America/Chicago,29.76,-95.38
94070,San Carlos,CA,San Mateo County,America/Los_Angeles,37.49,-122.26
55109,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
11776,Port Jefferson Station,NY,Suffolk County,America/New_York,40.92,-73.06
20191,Reston,VA,Fairfax County,America/New_York,38.95,-77.34
11355,Flushing,NY,Queens County,America/New_York,40.77,-73.84
60108,Bloomingdale,IL,Dupage County,America/Chicago,41.94,-88.08
11204,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
11937,East Hampton,NY,Suffolk County,America/New_York,40.95,-72.19
60014,Crystal Lake,IL,McHenry County,America/Chicago,42.23,-88.33
85258,Scottsdale,AZ,Maricopa County,America/Phoenix,33.56,-111.9
30309,Atlanta,GA,Fulton County,America/New_York,33.78,-84.38
78746,Austin,TX,Travis County,America/Chicago,30.26,-97.74
33145,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
33316,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
62966,Murphysboro,IL,Jackson County,America/Chicago,37.76,-89.33
91306,Winnetka,CA,Los Angeles County,America/Los_Angeles,34.2,-118.57
93301,Bakersfield,CA,Kern County,America/Los_Angeles,35.38,-119.02
15330,Eighty Four,PA,Washington County,America/New_York,40.18,-80.13
61548,Metamora,IL,Woodford County,America/Chicago,40.79,-89.36
60540,Naperville,IL,Dupage County,America/Chicago,41.76,-88.15
92376,Rialto,CA,San Bernardino County,America/Los_Angeles,34.1,-117.38
20852,Rockville,MD,Montgomery County,America/New_York,39.08,-77.15
46278,Indianapolis,IN,Marion County,America/Indiana/Indianapolis,39.77,-86.14
92806,Anaheim,CA,Orange County,America/Los_Angeles,33.83,-117.86
46142,Greenwood,IN,Johnson County,America/Indiana/Indianapolis,39.61,-86.11
44115,Cleveland,OH,Cuyahoga County,America/New_York,41.47,-81.67
60192,Hoffman Estates,IL,Cook County,America/Chicago,42.03,-88.08
48216,Detroit,MI,Wayne County,America/Detroit,42.38,-83.1
45215,Cincinnati,OH,Hamilton County,America/New_York,39.09,-84.51
96761,Lahaina,HI,Maui County,Pacific/Honolulu,20.89,-156.67
70056,Gretna,LA,Jefferson Parish,America/Chicago,29.91,-90.05
15203,Pittsburgh,PA,Allegheny County,America/New_York,40.43,-79.97
60025,Glenview,IL,Cook County,America/Chicago,42.07,-87.81
60062,Northbrook,IL,Cook County,America/Chicago,42.12,-87.83
85006,Phoenix,AZ,Maricopa County,America/Phoenix,33.46,-112.05
11223,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
90015,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.03,-118.26
68112,Omaha,NE,Douglas County,America/Chicago,41.26,-96.01
34711,Clermont,FL,Lake County,America/New_York,28.55,-81.75
22903,Charlottesville,VA,Albemarle County,America/New_York,38.03,-78.48
14086,Lancaster,NY,Erie County,America/New_York,42.9,-78.66
80112,Englewood,CO,Arapahoe County,America/Denver,39.64,-104.99
40515,Lexington,KY,Fayette County,America/Kentucky/Louisville,38.04,-84.45
80205,Denver,CO,Denver County,America/Denver,39.76,-104.87
17512,Columbia,PA,Lancaster County,America/New_York,40.03,-76.49
80012,Aurora,CO,Arapahoe County,America/Denver,39.69,-104.81
80104,Castle Rock,CO,Douglas County,America/Denver,39.37,-104.85
80126,Littleton,CO,Douglas County,America/Denver,39.59,-105.01
92101,San Diego,CA,San Diego County,America/Los_Angeles,32.71,-117.16
94501,Alameda,CA,Alameda County,America/Los_Angeles,37.77,-122.27
75244,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
60467,Orland Park,IL,Cook County,America/Chicago,41.61,-87.85
44685,Uniontown,OH,Summit County,America/New_York,40.97,-81.4
45417,Dayton,OH,Montgomery County,America/New_York,39.77,-84.19
92612,Irvine,CA,Orange County,America/Los_Angeles,33.63,-117.81
49456,Spring Lake,MI,Ottawa County,America/Detroit,43.07,-86.19
63011,Ballwin,MO,St Louis County,America/Chicago,38.59,-90.55
53562,Middleton,WI,Dane County,America/Chicago,43.1,-89.5
76107,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
12946,Lake Placid,NY,Essex County,America/New_York,44.28,-73.98
92802,Anaheim,CA,Orange County,America/Los_Angeles,33.81,-117.91
95338,Mariposa,CA,Mariposa County,America/Los_Angeles,37.49,-120
77553,Galveston,TX,Galveston County,America/Chicago,29.3,-94.79
92121,San Diego,CA,San Diego County,America/Los_Angeles,32.9,-117.2
48098,Troy,MI,Oakland County,America/Detroit,42.58,-83.14
11554,East Meadow,NY,Nassau County,America/New_York,40.71,-73.55
93401,San Luis Obispo,CA,San Luis Obispo County,America/Los_Angeles,35.25,-120.62
93101,Santa Barbara,CA,Santa Barbara County,America/Los_Angeles,34.41,-119.7
11542,Glen Cove,NY,Nassau County,America/New_York,40.86,-73.63
91101,Pasadena,CA,Los Angeles County,America/Los_Angeles,34.14,-118.13
37409,Chattanooga,TN,Hamilton County,America/New_York,35.06,-85.25
80631,Greeley,CO,Weld County,America/Denver,40.42,-104.74
30224,Griffin,GA,Spalding County,America/New_York,33.24,-84.27
77550,Galveston,TX,Galveston County,America/Chicago,29.3,-94.79
20003,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
75219,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
46320,Hammond,IN,Lake County,America/Indiana/Indianapolis,41.62,-87.49
94110,San Francisco,CA,San Francisco County,America/Los_Angeles,37.74,-122.41
48211,Detroit,MI,Wayne County,America/Detroit,42.38,-83.1
64108,Kansas City,MO,Jackson County,America/Chicago,39.09,-94.58
10605,White Plains,NY,Westchester County,America/New_York,41.02,-73.75
14213,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
73064,Mustang,OK,Canadian County,America/Chicago,35.39,-97.72
21842,Ocean City,MD,Worcester County,America/New_York,38.33,-75.08
53713,Madison,WI,Dane County,America/Chicago,43.07,-89.38
63108,Saint Louis,MO,St Louis City,America/Chicago,38.63,-90.24
33496,Boca Raton,FL,Palm Beach County,America/New_York,26.37,-80.1
44113,Cleveland,OH,Cuyahoga County,America/New_York,41.47,-81.67
19004,Bala Cynwyd,PA,Montgomery County,America/New_York,40.01,-75.22
75247,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
46224,Indianapolis,IN,Marion County,America/Indiana/Indianapolis,39.77,-86.14
68104,Omaha,NE,Douglas County,America/Chicago,41.26,-96.01
24011,Roanoke,VA,Roanoke City,America/New_York,37.27,-79.95
80544,Niwot,CO,Boulder County,America/Denver,40.09,-105.15
75234,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
98158,Seattle,WA,King County,America/Los_Angeles,47.44,-122.31
11779,Ronkonkoma,NY,Suffolk County,America/New_York,40.8,-73.12
19342,Glen Mills,PA,Delaware County,America/New_York,39.89,-75.5
85719,Tucson,AZ,Pima County,America/Phoenix,32.24,-110.95
23320,Chesapeake,VA,Chesapeake City,America/New_York,36.67,-76.3
98188,Seattle,WA,King County,America/Los_Angeles,47.44,-122.28
70808,Baton Rouge,LA,East Baton Rouge Parish,America/Chicago,30.44,-91.12
72116,North Little Rock,AR,Pulaski County,America/Chicago,34.78,-92.25
10514,Chappaqua,NY,Westchester County,America/New_York,41.17,-73.77
18901,Doylestown,PA,Bucks County,America/New_York,40.31,-75.12
72211,Little Rock,AR,Pulaski County,America/Chicago,34.72,-92.35
11757,Lindenhurst,NY,Suffolk County,America/New_York,40.68,-73.37
94704,Berkeley,CA,Alameda County,America/Los_Angeles,37.86,-122.25
93308,Bakersfield,CA,Kern County,America/Los_Angeles,35.54,-118.91
58102,Fargo,ND,Cass County,America/Chicago,46.87,-96.81
77070,Houston,TX,Harris County,America/Chicago,29.76,-95.38
76116,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
77090,Houston,TX,Harris County,America/Chicago,29.76,-95.38
43206,Columbus,OH,Franklin County,America/New_York,39.98,-82.98
20874,Germantown,MD,Montgomery County,America/New_York,39.17,-77.26
97321,Albany,OR,Benton County,America/Los_Angeles,44.62,-123.13
49464,Zeeland,MI,Ottawa County,America/Detroit,42.81,-86.01
53583,Sauk City,WI,Sauk County,America/Chicago,43.27,-89.72
21015,Bel Air,MD,Harford County,America/New_York,39.53,-76.34
23185,Williamsburg,VA,Williamsburg City,America/New_York,37.27,-76.7
11969,Southampton,NY,Suffolk County,America/New_York,40.88,-72.39
60056,Mount Prospect,IL,Cook County,America/Chicago,42.06,-87.93
11791,Syosset,NY,Nassau County,America/New_York,40.81,-73.5
15136,Mc Kees Rocks,PA,Allegheny County,America/New_York,40.46,-80.06
97403,Eugene,OR,Lane County,America/Los_Angeles,44.03,-123.05
93105,Santa Barbara,CA,Santa Barbara County,America/Los_Angeles,34.01,-119.72
28469,Ocean Isle Beach,NC,Brunswick County,America/New_York,33.89,-78.42
50023,Ankeny,IA,Polk County,America/Chicago,41.71,-93.62
30076,Roswell,GA,Fulton County,America/New_York,34.03,-84.35
23061,Gloucester,VA,Gloucester County,America/New_York,37.43,-76.54
75034,Frisco,TX,Denton County,America/Chicago,33.14,-96.81
67846,Garden City,KS,Finney County,America/Chicago,37.97,-100.86
23606,Newport News,VA,Newport News City,America/New_York,37.07,-76.51
38138,Germantown,TN,Shelby County,America/Chicago,35.08,-89.79
55387,Waconia,MN,Carver County,America/Chicago,44.84,-93.79
30342,Atlanta,GA,Fulton County,America/New_York,33.88,-84.37
90067,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.05,-118.41
19007,Bristol,PA,Bucks County,America/New_York,40.1,-74.85
22182,Vienna,VA,Fairfax County,America/New_York,38.9,-77.26
37207,Nashville,TN,Davidson County,America/Chicago,36.17,-86.78
52240,Iowa City,IA,Johnson County,America/Chicago,41.65,-91.53
97031,Hood River,OR,Hood River County,America/Los_Angeles,45.61,-121.58
80247,Denver,CO,Arapahoe County,America/Denver,39.69,-104.88
64133,Kansas City,MO,Jackson County,America/Chicago,39.09,-94.58
43068,Reynoldsburg,OH,Franklin County,America/New_York,39.95,-82.79
17050,Mechanicsburg,PA,Cumberland County,America/New_York,40.24,-77.02
79072,Plainview,TX,Hale County,America/Chicago,34.19,-101.72
44131,Independence,OH,Cuyahoga County,America/New_York,41.38,-81.64
77845,College Station,TX,Brazos County,America/Chicago,30.6,-96.31
31602,Valdosta,GA,Lowndes County,America/New_York,30.84,-83.27
77706,Beaumont,TX,Jefferson County,America/Chicago,30.08,-94.14
44286,Richfield,OH,Summit County,America/New_York,41.23,-81.63
20772,Upper Marlboro,MD,Prince George's County,America/New_York,38.81,-76.75
46383,Valparaiso,IN,Porter County,America/Indiana/Indianapolis,41.47,-87.05
60193,Schaumburg,IL,Cook County,America/Chicago,42.03,-88.08
54650,Onalaska,WI,La Crosse County,America/Chicago,43.88,-91.21
48036,Clinton Township,MI,Macomb County,America/Detroit,42.58,-82.91
78216,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
29732,Rock Hill,SC,York County,America/New_York,34.93,-81.02
74055,Owasso,OK,Tulsa County,America/Chicago,36.28,-95.83
98686,Vancouver,WA,Clark County,America/Los_Angeles,45.72,-122.61
76179,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
97701,Bend,OR,Deschutes County,America/Los_Angeles,44.07,-121.25
39272,Byram,MS,Hinds County,America/Chicago,32.32,-90.2
98032,Kent,WA,King County,America/Los_Angeles,47.39,-122.26
28115,Mooresville,NC,Iredell County,America/New_York,35.57,-80.81
63132,Saint Louis,MO,St Louis County,America/Chicago,38.63,-90.24
34761,Ocoee,FL,Orange County,America/New_York,28.57,-81.53
75428,Commerce,TX,Hunt County,America/Chicago,33.23,-95.9
43215,Columbus,OH,Franklin County,America/New_York,39.98,-82.98
49508,Grand Rapids,MI,Kent County,America/Detroit,42.96,-85.65
90621,Buena Park,CA,Orange County,America/Los_Angeles,33.87,-117.99
28110,Monroe,NC,Union County,America/New_York,34.98,-80.54
72422,Corning,AR,Clay County,America/Chicago,36.41,-90.58
27858,Greenville,NC,Pitt County,America/New_York,35.59,-77.37
27408,Greensboro,NC,Guilford County,America/New_York,36.07,-79.82
94404,San Mateo,CA,San Mateo County,America/Los_Angeles,37.55,-122.26
63120,Saint Louis,MO,St Louis City,America/Chicago,38.63,-90.24
63034,Florissant,MO,St Louis County,America/Chicago,38.79,-90.32
32505,Pensacola,FL,Escambia County,America/Chicago,30.44,-87.18
94531,Antioch,CA,Contra Costa County,America/Los_Angeles,37.96,-121.76
75601,Longview,TX,Gregg County,America/Chicago,32.51,-94.76
99336,Kennewick,WA,Benton County,America/Los_Angeles,46.21,-119.16
44102,Cleveland,OH,Cuyahoga County,America/New_York,41.47,-81.67
45206,Cincinnati,OH,Hamilton County,America/New_York,39.09,-84.51
75050,Grand Prairie,TX,Dallas County,America/Chicago,32.69,-97.01
30281,Stockbridge,GA,Henry County,America/New_York,33.54,-84.24
20910,Silver Spring,MD,Montgomery County,America/New_York,39.01,-77.02
33064,Pompano Beach,FL,Broward County,America/New_York,26.23,-80.13
98226,Bellingham,WA,Whatcom County,America/Los_Angeles,48.79,-122.41
75071,Mckinney,TX,Collin County,America/Chicago,33.2,-96.65
