zip,primary_city,state,county,timezone,latitude,longitude
84057,Orem,UT,Utah County,America/Denver,40.31,-111.71
95076,Watsonville,CA,Santa Cruz County,America/Los_Angeles,36.95,-121.72
63301,Saint Charles,MO,St Charles County,America/Chicago,38.79,-90.51
33125,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
33811,Lakeland,FL,Polk County,America/New_York,28.04,-81.96
78645,Leander,TX,Travis County,America/Chicago,30.56,-97.86
80807,Burlington,CO,Kit Carson County,America/Denver,39.3,-102.27
83539,Kooskia,ID,Idaho County,America/Los_Angeles,46.08,-115.86
89005,Boulder City,NV,Clark County,America/Los_Angeles,35.91,-114.8
56379,Sauk Rapids,MN,Benton County,America/Chicago,45.59,-94.16
47421,Bedford,IN,Lawrence County,America/Indiana/Indianapolis,38.86,-86.49
49315,Byron Center,MI,Kent County,,42.81,-85.72
56201,Willmar,MN,Kandiyohi County,America/Chicago,45.12,-95.04
52205,Anamosa,IA,Jones County,America/Chicago,42.1,-91.28
23322,Chesapeake,VA,Chesapeake City,America/New_York,36.67,-76.3
11236,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
33169,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
21216,Baltimore,MD,Baltimore City,America/New_York,39.3,-76.61
85262,Scottsdale,AZ,Maricopa County,America/Phoenix,33.85,-111.78
79703,Midland,TX,Midland County,America/Chicago,32.02,-102.1
97502,Central Point,OR,Jackson County,America/Los_Angeles,42.39,-122.93
89431,Sparks,NV,Washoe County,America/Los_Angeles,39.53,-119.73
46804,Fort Wayne,IN,Allen County,America/Indiana/Indianapolis,41.07,-85.13
75692,Waskom,TX,Harrison County,America/Chicago,32.47,-94.06
33461,Lake Worth,FL,Palm Beach County,America/New_York,26.61,-80.05
37617,Blountville,TN,Sullivan County,America/New_York,36.53,-82.32
90277,Redondo Beach,CA,Los Angeles County,America/Los_Angeles,33.83,-118.38
12901,Plattsburgh,NY,Clinton County,America/New_York,44.69,-73.45
47060,West Harrison,IN,Dearborn County,,39.26,-84.82
58316,Belcourt,ND,Rolette County,America/Chicago,48.84,-99.74
99654,Wasilla,AK,Matanuska-Susitna Borough,America/Anchorage,61.52,-149.57
49659,Mancelona,MI,Antrim County,,44.9,-85.06
78164,Yorktown,TX,De Witt County,America/Chicago,28.98,-97.5
90808,Long Beach,CA,Los Angeles County,America/Los_Angeles,33.82,-118.11
78708,Austin,TX,Travis County,America/Chicago,30.26,-97.74
36301,Dothan,AL,Houston County,America/Chicago,31.23,-85.4
75455,Mount Pleasant,TX,Titus County,America/Chicago,33.16,-94.97
77342,Huntsville,TX,Walker County,America/Chicago,30.71,-95.54
33138,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
33472,Boynton Beach,FL,Palm Beach County,America/New_York,26.53,-80.19
45840,Findlay,OH,Hancock County,America/New_York,41.04,-83.64
44708,Canton,OH,Stark County,America/New_York,40.81,-81.37
88211,Artesia,NM,Eddy County,America/Denver,32.84,-104.43
47842,Clinton,IN,Vermillion County,,39.66,-87.4
60613,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
77386,Spring,TX,Montgomery County,America/Chicago,30.06,-95.38
98144,Seattle,WA,King County,America/Los_Angeles,47.58,-122.3
71901,Hot Springs National Park,AR,Garland County,America/Chicago,34.5,-93.05
41073,Bellevue,KY,Campbell County,America/Kentucky/Louisville,39.1,-84.47
72401,Jonesboro,AR,Craighead County,America/Chicago,35.82,-90.68
38344,Huntingdon,TN,Carroll County,America/Chicago,36,-88.41
13471,Taberg,NY,Oneida County,America/New_York,43.3,-75.61
38117,Memphis,TN,Shelby County,America/Chicago,35.1,-90
13850,Vestal,NY,Broome County,America/New_York,42.08,-76.05
15237,Pittsburgh,PA,Allegheny County,America/New_York,40.43,-79.97
78247,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
94509,Antioch,CA,Contra Costa County,America/Los_Angeles,37.99,-121.81
90402,Santa Monica,CA,Los Angeles County,America/Los_Angeles,34.03,-118.5
27403,Greensboro,NC,Guilford County,America/New_York,36.07,-79.82
89144,Las Vegas,NV,Clark County,America/Los_Angeles,36.17,-115.31
90034,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.02,-118.39
98922,Cle Elum,WA,Kittitas County,America/Los_Angeles,47.2,-120.9
98057,Renton,WA,King County,America/Los_Angeles,47.48,-122.19
58854,Watford City,ND,McKenzie County,,47.8,-103.27
20006,Washington,DC,District of Columbia,America/New_York,38.89,-77.03
96820,Honolulu,HI,Honolulu County,Pacific/Honolulu,21.3,-157.85
44720,North Canton,OH,Stark County,America/New_York,40.81,-81.37
75860,Teague,TX,Freestone County,America/Chicago,31.63,-96.28
11720,Centereach,NY,Suffolk County,America/New_York,40.87,-73.08
32174,Ormond Beach,FL,Volusia County,America/New_York,29.28,-81.06
33319,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
64112,Kansas City,MO,Jackson County,America/Chicago,39.09,-94.58
60201,Evanston,IL,Cook County,America/Chicago,42.04,-87.68
96002,Redding,CA,Shasta County,America/Los_Angeles,40.52,-122.32
78745,Austin,TX,Travis County,America/Chicago,30.26,-97.74
78705,Austin,TX,Travis County,America/Chicago,30.26,-97.74
13502,Utica,NY,Oneida County,America/New_York,43.1,-75.23
80610,Ault,CO,Weld County,America/Denver,40.58,-104.73
92227,Brawley,CA,Imperial County,America/Los_Angeles,33.02,-115.45
80919,Colorado Springs,CO,El Paso County,America/Denver,38.86,-104.76
97232,Portland,OR,Multnomah County,America/Los_Angeles,45.52,-122.64
78411,Corpus Christi,TX,Nueces County,America/Chicago,27.8,-97.39
66205,Mission,KS,Johnson County,America/Chicago,38.9,-94.68
11040,New Hyde Park,NY,Nassau County,America/New_York,40.73,-73.68
33486,Boca Raton,FL,Palm Beach County,America/New_York,26.37,-80.1
11501,Mineola,NY,Nassau County,America/New_York,40.74,-73.63
70448,Mandeville,LA,St Tammany Parish,America/Chicago,30.37,-90.08
30311,Atlanta,GA,Fulton County,America/New_York,33.76,-84.42
80214,Denver,CO,Jefferson County,America/Denver,39.76,-104.87
80203,Denver,CO,Denver County,America/Denver,39.76,-104.87
80465,Morrison,CO,Jefferson County,America/Denver,39.65,-105.18
80014,Aurora,CO,Arapahoe County,America/Denver,39.69,-104.81
60304,Oak Park,IL,Cook County,America/Chicago,41.88,-87.78
53151,New Berlin,WI,Waukesha County,America/Chicago,42.97,-88.12
77046,Houston,TX,Harris County,America/Chicago,29.76,-95.38
64086,Lees Summit,MO,Jackson County,America/Chicago,38.91,-94.38
98107,Seattle,WA,King County,America/Los_Angeles,47.66,-122.38
94301,Palo Alto,CA,Santa Clara County,America/Los_Angeles,37.44,-122.15
91204,Glendale,CA,Los Angeles County,America/Los_Angeles,34.13,-118.26
44870,Sandusky,OH,Erie County,America/New_York,41.45,-82.71
32541,Destin,FL,Okaloosa County,America/Chicago,30.4,-86.49
60071,Richmond,IL,McHenry County,America/Chicago,42.48,-88.3
29456,Ladson,SC,Charleston County,America/New_York,33,-80.1
75215,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
11768,Northport,NY,Suffolk County,America/New_York,40.9,-73.34
24501,Lynchburg,VA,Lynchburg City,America/New_York,37.4,-79.19
55419,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
75056,The Colony,TX,Denton County,America/Chicago,33.09,-96.88
30065,Marietta,GA,Cobb County,America/New_York,33.95,-84.54
12524,Fishkill,NY,Dutchess County,America/New_York,41.53,-73.89
19127,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
14606,Rochester,NY,Monroe County,America/New_York,43.16,-77.61
20722,Brentwood,MD,Prince George's County,America/New_York,38.94,-76.95
34110,Naples,FL,Collier County,America/New_York,26.14,-81.79
10523,Elmsford,NY,Westchester County,America/New_York,41.05,-73.81
13495,Yorkville,NY,Oneida County,America/New_York,43.11,-75.27
28212,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
75248,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
35223,Birmingham,AL,Jefferson County,America/Chicago,33.52,-86.79
85048,Phoenix,AZ,Maricopa County,America/Phoenix,33.28,-112.03
17036,Hummelstown,PA,Dauphin County,America/New_York,40.26,-76.71
28215,Charlotte,NC,Mecklenburg County,America/New_York,35.19,-80.83
48083,Troy,MI,Oakland County,America/Detroit,42.58,-83.14
32839,Orlando,FL,Orange County,America/New_York,28.5,-81.37
19355,Malvern,PA,Chester County,America/New_York,40.03,-75.51
60609,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
30655,Monroe,GA,Walton County,America/New_York,33.79,-83.71
54913,Appleton,WI,Outagamie County,America/Chicago,44.26,-88.39
19038,Glenside,PA,Montgomery County,America/New_York,40.1,-75.15
90293,Playa Del Rey,CA,Los Angeles County,America/Los_Angeles,33.94,-118.44
76513,Belton,TX,Bell County,America/Chicago,31.06,-97.46
44134,Cleveland,OH,Cuyahoga County,America/New_York,41.47,-81.67
80002,Arvada,CO,Jefferson County,America/Denver,39.82,-105.1
94507,Alamo,CA,Contra Costa County,America/Los_Angeles,37.84,-121.97
92315,Big Bear Lake,CA,San Bernardino County,America/Los_Angeles,34.23,-116.86
19044,Horsham,PA,Montgomery County,America/New_York,40.18,-75.13
73069,Norman,OK,Cleveland County,America/Chicago,35.22,-97.34
77449,Katy,TX,Harris County,America/Chicago,29.79,-95.82
10451,Bronx,NY,Bronx County,America/New_York,40.84,-73.87
14224,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
94939,Larkspur,CA,Marin County,America/Los_Angeles,37.93,-122.53
20164,Sterling,VA,Loudoun County,America/New_York,39,-77.4
55435,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
22192,Woodbridge,VA,Prince William County,America/New_York,38.63,-77.26
31088,Warner Robins,GA,Houston County,America/New_York,32.61,-83.63
10550,Mount Vernon,NY,Westchester County,America/New_York,40.91,-73.82
18954,Richboro,PA,Bucks County,America/New_York,40.22,-75
91401,Van Nuys,CA,Los Angeles County,America/Los_Angeles,34.17,-118.43
19014,Aston,PA,Delaware County,America/New_York,39.86,-75.43
90042,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.11,-118.19
14608,Rochester,NY,Monroe County,America/New_York,43.16,-77.61
11968,Southampton,NY,Suffolk County,America/New_York,40.88,-72.39
44041,Geneva,OH,Ashtabula County,America/New_York,41.79,-80.94
83353,Sun Valley,ID,Blaine County,America/Boise,43.69,-114.34
85296,Gilbert,AZ,Maricopa County,America/Phoenix,33.3,-111.76
98502,Olympia,WA,Thurston County,America/Los_Angeles,47.1,-123.06
30361,Atlanta,GA,Fulton County,America/New_York,33.78,-84.38
83687,Nampa,ID,Canyon County,America/Boise,43.6,-116.54
91362,Thousand Oaks,CA,Ventura County,America/Los_Angeles,34.19,-118.81
85501,Globe,AZ,Gila County,America/Phoenix,33.62,-110.7
33565,Plant City,FL,Hillsborough County,America/New_York,28,-82.12
89052,Henderson,NV,Clark County,America/Los_Angeles,35.98,-115.11
66801,Emporia,KS,Lyon County,America/Chicago,38.41,-96.19
89701,Carson City,NV,Carson City,America/Los_Angeles,39.14,-119.71
74023,Cushing,OK,Payne County,America/Chicago,35.97,-96.76
75801,Palestine,TX,Anderson County,America/Chicago,31.75,-95.64
77484,Waller,TX,Harris County,,30.05,-95.92
77305,Conroe,TX,Montgomery County,America/Chicago,30.32,-95.47
14604,Rochester,NY,Monroe County,America/New_York,43.16,-77.61
96921,Barrigada,GU,,,13.46,144.79
76048,Granbury,TX,Hood County,America/Chicago,32.44,-97.78
45245,Cincinnati,OH,Clermont County,America/New_York,39.09,-84.51
91789,Walnut,CA,Los Angeles County,America/Los_Angeles,34.01,-117.85
53703,Madison,WI,Dane County,America/Chicago,43.07,-89.38
78752,Austin,TX,Travis County,America/Chicago,30.26,-97.74
92506,Riverside,CA,Riverside County,America/Los_Angeles,33.92,-117.36
11706,Bay Shore,NY,Suffolk County,America/New_York,40.72,-73.25
33394,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
11209,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
60174,Saint Charles,IL,Kane County,America/Chicago,41.92,-88.3
77904,Victoria,TX,Victoria County,America/Chicago,28.82,-96.98
15213,Pittsburgh,PA,Allegheny County,America/New_York,40.43,-79.97
77707,Beaumont,TX,Jefferson County,America/Chicago,30.08,-94.14
10169,New York,NY,New York County,America/New_York,40.71,-73.99
30736,Ringgold,GA,Catoosa County,America/New_York,34.91,-85.1
90014,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.04,-118.25
89130,Las Vegas,NV,Clark County,America/Los_Angeles,36.24,-115.23
27617,Raleigh,NC,Wake County,America/New_York,35.88,-78.75
68137,Omaha,NE,Douglas County,America/Chicago,41.26,-96.01
76164,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
22406,Fredericksburg,VA,Stafford County,America/New_York,38.29,-77.48
97006,Beaverton,OR,Washington County,America/Los_Angeles,45.52,-122.85
67206,Wichita,KS,Sedgwick County,America/Chicago,37.68,-97.34
33440,Clewiston,FL,Hendry County,,26.75,-80.93
91042,Tujunga,CA,Los Angeles County,America/Los_Angeles,34.29,-118.25
76021,Bedford,TX,Tarrant County,America/Chicago,32.84,-97.13
78258,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
78223,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
77833,Brenham,TX,Washington County,America/Chicago,30.15,-96.39
76802,Early,TX,Brown County,America/Chicago,31.74,-98.94
99574,Cordova,AK,Valdez-Cordova Census Area,,60.79,-145.61
78626,Georgetown,TX,Williamson County,America/Chicago,30.64,-97.68
46410,Merrillville,IN,Lake County,America/Indiana/Indianapolis,41.47,-87.32
32926,Cocoa,FL,Brevard County,America/New_York,28.37,-80.75
21904,Port Deposit,MD,Cecil County,America/New_York,39.6,-76.11
32502,Pensacola,FL,Escambia County,America/Chicago,30.44,-87.18
13202,Syracuse,NY,Onondaga County,America/New_York,43.04,-76.14
39206,Jackson,MS,Hinds County,America/Chicago,32.32,-90.2
57104,Sioux Falls,SD,Minnehaha County,America/Chicago,43.54,-96.73
78738,Austin,TX,Travis County,America/Chicago,30.26,-97.74
21211,Baltimore,MD,Baltimore City,America/New_York,39.3,-76.61
82801,Sheridan,WY,Sheridan County,America/Denver,44.79,-106.95
55033,Hastings,MN,Dakota County,America/Chicago,44.73,-92.85
22554,Stafford,VA,Stafford County,America/New_York,38.42,-77.4
19111,Philadelphia,PA,Philadelphia County,America/New_York,40.06,-75.07
80439,Evergreen,CO,Jefferson County,America/Denver,39.63,-105.34
24014,Roanoke,VA,Roanoke City,America/New_York,37.27,-79.95
18947,Pipersville,PA,Bucks County,America/New_York,40.43,-75.1
18370,Swiftwater,PA,Monroe County,America/New_York,41.08,-75.36
16046,Mars,PA,Butler County,America/New_York,40.69,-80.01
35244,Birmingham,AL,Jefferson County,America/Chicago,33.52,-86.79
92118,Coronado,CA,San Diego County,America/Los_Angeles,32.65,-117.14
33301,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
37166,Smithville,TN,De Kalb County,,35.95,-85.82
30019,Dacula,GA,Gwinnett County,America/New_York,33.98,-83.88
80487,Steamboat Springs,CO,Routt County,America/Denver,40.47,-106.82
11530,Garden City,NY,Nassau County,America/New_York,40.72,-73.64
44333,Akron,OH,Summit County,America/New_York,41.08,-81.52
49024,Portage,MI,Kalamazoo County,America/Detroit,42.2,-85.59
27101,Winston Salem,NC,Forsyth County,America/New_York,36.1,-80.24
98007,Bellevue,WA,King County,America/Los_Angeles,47.62,-122.14
12580,Staatsburg,NY,Dutchess County,America/New_York,41.84,-73.92
94568,Dublin,CA,Alameda County,America/Los_Angeles,37.71,-121.91
11378,Maspeth,NY,Queens County,America/New_York,40.72,-73.9
55126,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
13217,Syracuse,NY,Onondaga County,America/New_York,43.04,-76.14
33321,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
60626,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
60004,Arlington Heights,IL,Cook County,America/Chicago,42.09,-87.98
33168,Miami,FL,Miami-Dade County,America/New_York,25.77,-80.2
98408,Tacoma,WA,Pierce County,America/Los_Angeles,47.19,-122.44
33710,Saint Petersburg,FL,Pinellas County,America/New_York,27.75,-82.64
77053,Houston,TX,Harris County,America/Chicago,29.76,-95.38
77044,Houston,TX,Harris County,America/Chicago,29.76,-95.38
11580,Valley Stream,NY,Nassau County,America/New_York,40.66,-73.7
12553,New Windsor,NY,Orange County,America/New_York,41.47,-74.02
12207,Albany,NY,Albany County,America/New_York,42.66,-73.79
90020,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.06,-118.31
85043,Phoenix,AZ,Maricopa County,America/Phoenix,33.42,-112.2
85378,Surprise,AZ,Maricopa County,America/Phoenix,33.63,-112.34
93908,Salinas,CA,Monterey County,America/Los_Angeles,36.61,-121.62
36527,Spanish Fort,AL,Baldwin County,America/Chicago,30.67,-87.88
14622,Rochester,NY,Monroe County,America/New_York,43.16,-77.61
57108,Sioux Falls,SD,Lincoln County,America/Chicago,43.54,-96.73
29611,Greenville,SC,Greenville County,America/New_York,34.83,-82.37
94085,Sunnyvale,CA,Santa Clara County,America/Los_Angeles,37.38,-122.01
80224,Denver,CO,Denver County,America/Denver,39.76,-104.87
21046,Columbia,MD,Howard County,America/New_York,39.2,-76.85
84078,Vernal,UT,Uintah County,America/Denver,40.55,-109.57
64836,Carthage,MO,Jasper County,America/Chicago,37.16,-94.31
75707,Tyler,TX,Smith County,America/Chicago,32.32,-95.3
15086,Warrendale,PA,Allegheny County,America/New_York,40.64,-80.09
45302,Anna,OH,Shelby County,America/New_York,40.39,-84.17
92649,Huntington Beach,CA,Orange County,America/Los_Angeles,33.71,-118.04
10170,New York,NY,New York County,America/New_York,40.71,-73.99
91011,La Canada Flintridge,CA,Los Angeles County,America/Los_Angeles,34.23,-118.14
33637,Tampa,FL,Hillsborough County,America/New_York,27.95,-82.48
14450,Fairport,NY,Monroe County,America/New_York,43.1,-77.44
74647,Newkirk,OK,Kay County,America/Chicago,36.88,-97.05
74651,Red Rock,OK,Noble County,America/Chicago,36.45,-97.17
60047,Lake Zurich,IL,Lake County,America/Chicago,42.19,-88.08
29708,Fort Mill,SC,York County,America/New_York,35,-80.94
89801,Elko,NV,Elko County,America/Los_Angeles,40.95,-115.79
83854,Post Falls,ID,Kootenai County,America/Los_Angeles,47.78,-117.02
68127,Omaha,NE,Douglas County,America/Chicago,41.26,-96.01
11042,New Hyde Park,NY,Nassau County,America/New_York,40.73,-73.68
95351,Modesto,CA,Stanislaus County,America/Los_Angeles,37.63,-121.01
27262,High Point,NC,Guilford County,America/New_York,35.98,-79.99
11702,Babylon,NY,Suffolk County,America/New_York,40.69,-73.32
19003,Ardmore,PA,Delaware County,America/New_York,40,-75.29
95148,San Jose,CA,Santa Clara County,America/Los_Angeles,37.33,-121.77
34471,Ocala,FL,Marion County,America/New_York,29.18,-82.13
94115,San Francisco,CA,San Francisco County,America/Los_Angeles,37.78,-122.43
44811,Bellevue,OH,Huron County,America/New_York,41.27,-82.84
60194,Schaumburg,IL,Cook County,America/Chicago,42.03,-88.08
77356,Montgomery,TX,Montgomery County,America/Chicago,30.39,-95.69
55116,Saint Paul,MN,Ramsey County,America/Chicago,44.94,-93.1
53108,Caledonia,WI,Racine County,America/Chicago,42.82,-87.93
94005,Brisbane,CA,San Mateo County,America/Los_Angeles,37.68,-122.41
32724,Deland,FL,Volusia County,America/New_York,29.05,-81.31
98402,Tacoma,WA,Pierce County,America/Los_Angeles,47.26,-122.44
78154,Schertz,TX,Guadalupe County,,29.55,-98.26
95120,San Jose,CA,Santa Clara County,America/Los_Angeles,37.19,-121.83
19460,Phoenixville,PA,Chester County,America/New_York,40.13,-75.51
76104,Fort Worth,TX,Tarrant County,America/Chicago,32.75,-97.33
95409,Santa Rosa,CA,Sonoma County,America/Los_Angeles,38.45,-122.59
20165,Sterling,VA,Loudoun County,America/New_York,39,-77.4
11967,Shirley,NY,Suffolk County,America/New_York,40.79,-72.87
30120,Cartersville,GA,Bartow County,America/New_York,34.16,-84.8
68164,Omaha,NE,Douglas County,America/Chicago,41.26,-96.01
75061,Irving,TX,Dallas County,America/Chicago,32.85,-96.96
55418,Minneapolis,MN,Hennepin County,America/Chicago,44.96,-93.26
80223,Denver,CO,Denver County,America/Denver,39.76,-104.87
90012,Los Angeles,CA,Los Angeles County,America/Los_Angeles,34.06,-118.24
21090,Linthicum Heights,MD,Anne Arundel County,America/New_York,39.2,-76.66
11228,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
89146,Las Vegas,NV,Clark County,America/Los_Angeles,36.14,-115.22
63110,Saint Louis,MO,St Louis City,America/Chicago,38.63,-90.24
30165,Rome,GA,Floyd County,America/New_York,34.26,-85.18
16001,Butler,PA,Butler County,America/New_York,40.86,-79.89
98117,Seattle,WA,King County,America/Los_Angeles,47.68,-122.38
97213,Portland,OR,Multnomah County,America/Los_Angeles,45.53,-122.6
82604,Casper,WY,Natrona County,America/Denver,42.83,-106.32
98148,Seattle,WA,King County,America/Los_Angeles,47.44,-122.31
92109,San Diego,CA,San Diego County,America/Los_Angeles,32.79,-117.23
60619,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
66044,Lawrence,KS,Douglas County,America/Chicago,38.96,-95.25
19138,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
11566,Merrick,NY,Nassau County,America/New_York,40.65,-73.55
77469,Richmond,TX,Fort Bend County,America/Chicago,29.58,-95.76
50021,Ankeny,IA,Polk County,America/Chicago,41.72,-93.6
21220,Middle River,MD,Baltimore County,America/New_York,39.33,-76.43
70116,New Orleans,LA,Orleans Parish,America/Chicago,30.06,-89.93
75067,Lewisville,TX,Denton County,America/Chicago,33.04,-96.98
60073,Round Lake,IL,Lake County,America/Chicago,42.34,-88.11
19008,Broomall,PA,Delaware County,America/New_York,39.96,-75.35
78224,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
47201,Columbus,IN,Bartholomew County,America/Indiana/Indianapolis,39.21,-85.91
23480,Wachapreague,VA,Accomack County,America/New_York,37.6,-75.68
63801,Sikeston,MO,Scott County,America/Chicago,36.88,-89.58
30062,Marietta,GA,Cobb County,America/New_York,33.95,-84.54
79758,Gardendale,TX,Ector County,America/Chicago,32.02,-102.36
95822,Sacramento,CA,Sacramento County,America/Los_Angeles,38.51,-121.49
80741,Merino,CO,Logan County,America/Denver,40.48,-103.35
14564,Victor,NY,Ontario County,America/New_York,42.98,-77.41
44077,Painesville,OH,Lake County,America/New_York,41.72,-81.24
34785,Wildwood,FL,Sumter County,America/New_York,28.85,-82.04
10801,New Rochelle,NY,Westchester County,America/New_York,40.92,-73.77
23601,Newport News,VA,Newport News City,America/New_York,37.07,-76.51
48331,Farmington,MI,Oakland County,America/Detroit,42.46,-83.37
30349,Atlanta,GA,Fulton County,America/New_York,33.61,-84.49
23452,Virginia Beach,VA,Virginia Beach City,America/New_York,36.73,-76.04
19146,Philadelphia,PA,Philadelphia County,America/New_York,39.95,-75.16
65616,Branson,MO,Taney County,America/Chicago,36.64,-93.24
78520,Brownsville,TX,Cameron County,America/Chicago,25.92,-97.48
49506,Grand Rapids,MI,Kent County,America/Detroit,42.96,-85.65
93611,Clovis,CA,Fresno County,America/Los_Angeles,36.93,-119.56
30310,Atlanta,GA,Fulton County,America/New_York,33.72,-84.42
60089,Buffalo Grove,IL,Lake County,America/Chicago,42.16,-87.96
75209,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
90710,Harbor City,CA,Los Angeles County,America/Los_Angeles,33.79,-118.29
38122,Memphis,TN,Shelby County,America/Chicago,35.1,-90
89115,Las Vegas,NV,Clark County,America/Los_Angeles,36.23,-115.05
91307,West Hills,CA,Los Angeles County,America/Los_Angeles,34.2,-118.69
75159,Seagoville,TX,Dallas County,,32.65,-96.54
11550,Hempstead,NY,Nassau County,America/New_York,40.7,-73.61
75154,Red Oak,TX,Ellis County,America/Chicago,32.51,-96.8
14201,Buffalo,NY,Erie County,America/New_York,42.88,-78.85
13035,Cazenovia,NY,Madison County,America/New_York,42.92,-75.85
94559,Napa,CA,Napa County,America/Los_Angeles,38.23,-122.29
81611,Aspen,CO,Pitkin County,America/Denver,39.19,-106.82
11367,Flushing,NY,Queens County,America/New_York,40.77,-73.84
77015,Houston,TX,Harris County,America/Chicago,29.76,-95.38
79424,Lubbock,TX,Lubbock County,America/Chicago,33.57,-101.87
79070,Perryton,TX,Ochiltree County,America/Chicago,36.39,-100.8
30268,Palmetto,GA,Fulton County,America/New_York,33.52,-84.66
94040,Mountain View,CA,Santa Clara County,America/Los_Angeles,37.38,-122.08
30338,Atlanta,GA,Dekalb County,America/New_York,33.94,-84.31
60013,Cary,IL,McHenry County,America/Chicago,42.2,-88.24
52404,Cedar Rapids,IA,Linn County,America/Chicago,41.97,-91.66
14081,Irving,NY,Erie County,America/New_York,42.56,-79.04
83404,Idaho Falls,ID,Bonneville County,America/Boise,43.42,-112
92886,Yorba Linda,CA,Orange County,America/Los_Angeles,33.89,-117.78
80603,Brighton,CO,Adams County,America/Denver,39.97,-104.74
95207,Stockton,CA,San Joaquin County,America/Los_Angeles,38,-121.32
19713,Newark,DE,New Castle County,America/New_York,39.67,-75.75
48025,Franklin,MI,Oakland County,America/Detroit,42.51,-83.3
48091,Warren,MI,Macomb County,America/Detroit,42.49,-83.02
91748,Rowland Heights,CA,Los Angeles County,America/Los_Angeles,33.97,-117.9
32901,Melbourne,FL,Brevard County,America/New_York,28.08,-80.6
45011,Hamilton,OH,Butler County,America/New_York,39.39,-84.56
30236,Jonesboro,GA,Clayton County,America/New_York,33.52,-84.35
22801,Harrisonburg,VA,Harrisonburg City,America/New_York,38.43,-78.87
11415,Kew Gardens,NY,Queens County,America/New_York,40.7,-73.82
19732,Rockland,DE,New Castle County,America/New_York,39.8,-75.61
46725,Columbia City,IN,Whitley County,,41.15,-85.48
62025,Edwardsville,IL,Madison County,America/Chicago,38.8,-89.96
14534,Pittsford,NY,Monroe County,America/New_York,43.09,-77.51
63101,Saint Louis,MO,St Louis City,America/Chicago,38.63,-90.24
62269,O Fallon,IL,St Clair County,America/Chicago,38.59,-89.91
66211,Leawood,KS,Johnson County,America/Chicago,38.9,-94.68
63105,Saint Louis,MO,St Louis County,America/Chicago,38.63,-90.24
60098,Woodstock,IL,McHenry County,America/Chicago,42.31,-88.43
63304,Saint Charles,MO,St Charles County,America/Chicago,38.79,-90.51
93013,Carpinteria,CA,Santa Barbara County,America/Los_Angeles,34.43,-119.52
93036,Oxnard,CA,Ventura County,America/Los_Angeles,34.25,-119.16
96720,Hilo,HI,Hawaii County,Pacific/Honolulu,19.69,-155.08
97225,Portland,OR,Washington County,America/Los_Angeles,45.49,-122.77
96816,Honolulu,HI,Honolulu County,Pacific/Honolulu,21.3,-157.85
89123,Las Vegas,NV,Clark County,America/Los_Angeles,36,-115.14
53214,Milwaukee,WI,Milwaukee County,America/Chicago,43.06,-87.96
32409,Panama City,FL,Bay County,America/Chicago,30.17,-85.67
97035,Lake Oswego,OR,Clackamas County,America/Los_Angeles,45.41,-122.72
11024,Great Neck,NY,Nassau County,America/New_York,40.8,-73.73
11733,East Setauket,NY,Suffolk County,America/New_York,40.93,-73.1
19425,Chester Springs,PA,Chester County,America/New_York,40.1,-75.64
11373,Elmhurst,NY,Queens County,America/New_York,40.72,-73.87
12304,Schenectady,NY,Schenectady County,America/New_York,42.8,-73.92
29902,Beaufort,SC,Beaufort County,America/New_York,32.42,-80.68
33328,Fort Lauderdale,FL,Broward County,America/New_York,26.14,-80.13
